family,run_dir,feature_id,lineage_observations,seed_observations,first_frame,last_frame,post_confirmation_observations,median_nearest_classical_px,median_motion_ratio_to_classical,passes_same_rule,feature_frames
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1320_1480,7102,9,9,71,79,5,19.380437,0.898934,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1320_1480,7103,9,9,71,79,5,30.043014,0.898778,0,80
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul12_cirs_s120_d30_lineage_separate12_probe,1621,9,9,10,18,5,9.306203,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul12_cirs_s120_d30_lineage_separate12_probe,1623,9,9,10,18,5,12.122364,,0,150
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor2_ntnu_fjord1_s85p8_d10_probe_oldcontract_densecap,563,9,9,1,9,5,20.312544,0.769731,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor_ntnu_fjord1_s82p5_d10_probe_oldcontract_densecap,659,9,9,2,10,5,15.084133,1.798377,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe_ntnu_fjord4_s30_d10,4201,9,9,30,38,5,19.764440,2.228056,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan_fjord_4_s30_d10_probe_oldcontract_densecap,4201,9,9,30,38,5,19.764440,2.228056,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord4_s10_d10,1954,9,9,23,31,5,8.119715,1.161799,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord4_s10_d10,1955,9,9,23,31,5,12.521107,1.192281,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord4_s10_d10,1958,9,9,23,31,5,23.130388,1.122163,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_mclab2_s120_d10,702,9,4,2,66,5,11.267554,0.378869,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_mclab2_s120_d10,703,9,5,2,65,5,10.538319,0.379537,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen17_ntnu_fjord4_s260_d10_probe,17523,9,9,48,56,5,9.151365,,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen17_ntnu_fjord4_s260_d10_probe,17525,9,9,48,56,5,8.970698,,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen24_ntnu_fjord2_s500_d10_probe,2442,9,9,4,12,5,59.984490,,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_fjord_3_s30_d20_probe,7709,9,9,61,69,5,9.325386,1.059383,0,200
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_fjord_4_s30_d20_probe,4201,9,9,30,38,5,19.764440,2.228056,0,200
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst12_probe_h07_1660_1740,645,8,8,7,14,4,15.135925,0.980051,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,1015,8,8,6,13,4,8.327074,0.923383,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,3922,8,8,56,63,4,20.154873,0.882696,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen14_h04_800_1200_probe,49418,8,8,188,196,4,47.932345,1.679206,0,200
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1660_1740,759,8,8,5,12,4,16.589037,0.742084,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,759,8,8,5,12,4,16.589037,0.742084,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1950,759,8,8,5,12,4,16.589037,0.742084,0,145
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul07_nonoverlap_onlineprobe5_cirs_s690_d30,21873,8,8,106,113,4,13.069696,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul15screen_cirs_s690_d30_probe,21873,8,8,106,113,4,13.069696,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun24_s900_d30_age5_noformal_mirror_nosafesel_cap20_probe,1942,8,1,14,21,4,21.233981,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_cross1_s690_d30_probe_oldcontract_densecap,21873,8,8,106,113,4,13.069696,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_threeway_probe_s690_d30_probe_oldcontract_densecap,21873,8,8,106,113,4,13.069696,,0,150
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul03_lineage_tail_ntnu_fjord1_s85_d10_probe_oldcontract_densecap,703,8,8,2,9,4,11.598450,1.182933,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor2_ntnu_fjord1_s85p5_d10_probe_oldcontract_densecap,1069,8,8,5,12,4,18.066782,0.449859,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor2_ntnu_fjord1_s85p8_d10_probe_oldcontract_densecap,630,8,8,2,9,4,11.007290,0.270208,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_gatefix_probe_ntnu_mclab2_s110_d10,7122,8,8,40,47,4,10.027546,0.295670,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_mclab1_s0_d10,4915,8,4,15,78,4,12.709355,,0,90
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_mclab1_s0_d10,5401,8,4,15,79,4,11.814446,,0,90
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_mclab2_s110_d10,7122,8,8,40,47,4,10.027546,0.295670,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_bandmotion_probe_ntnu_mclab2_s110_d10,7122,8,8,40,47,4,10.027546,0.295670,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_normmotion3_probe_ntnu_mclab2_s110_d10,7122,8,8,40,47,4,10.027546,0.295670,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_normmotion_probe_ntnu_mclab2_s110_d10,7122,8,8,40,47,4,10.027546,0.295670,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_startgftt_probe_ntnu_mclab2_s110_d10,7122,8,8,40,47,4,10.027546,0.295670,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul14_latedense_ntnu_mclab2_s110_d10_probe_oldcontract_densecap,7122,8,8,40,47,4,10.027546,0.295670,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul14frozen3way_mclab2_s110_d10_probe_oldcontract_densecap,7122,8,8,40,47,4,10.027546,0.295670,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen24_ntnu_fjord2_s70_d10_probe,3399,8,8,7,14,4,8.812980,,0,100
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_bandmotion_probe_h07_1480_1640,1011,7,7,6,12,3,10.614997,0.938637,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_bandmotion_probe_h07_1480_1640,1012,7,7,6,12,3,18.676589,0.868201,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_bandmotion_probe_h07_1480_1640,1014,7,7,6,12,3,20.351361,0.882544,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst12_probe_h07_1660_1740,644,7,7,4,12,3,21.993881,0.828044,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,1696,7,7,16,22,3,28.689801,1.087095,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,8018,7,7,36,42,3,9.555945,1.058782,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1160_1320,14429,7,7,58,64,3,10.295870,1.271016,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1320_1480,439,7,7,1,7,3,15.826996,1.670294,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,522,7,7,1,7,3,34.712994,1.054086,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3457,7,7,60,66,3,12.880231,0.677426,0,80
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun24_s900_d30_age5_noformal_mirror_nosafesel_cap20_probe,1577,7,2,11,17,3,19.167650,,0,150
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul01_probe_initsafe_ntnu_fjord1_s90_d10,608,7,7,20,26,3,16.410178,1.705898,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul01_probe_initsafe_ntnu_fjord1_s90_d10,4161,7,7,20,26,3,23.115278,0.990480,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_latefixfine_ntnu_fjord1_s83p45_d10_probe_oldcontract_densecap,624,7,7,1,7,3,11.578908,2.471543,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor2_ntnu_fjord1_s85p8_d10_probe_oldcontract_densecap,561,7,7,1,7,3,39.176823,1.987216,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor_ntnu_fjord1_s82p5_d10_probe_oldcontract_densecap,662,7,7,2,8,3,20.130931,2.517487,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord3_s37_d10_probe_oldcontract_densecap,404,7,7,2,8,3,27.304754,1.023822,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord3_s37_d10_probe_oldcontract_densecap,408,7,7,2,8,3,8.061522,0.975823,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_localsweep_f3_s90p60_probe_oldcontract_densecap,771,7,7,4,10,3,14.276272,1.143381,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_localsweep_f3_s90p60_probe_oldcontract_densecap,775,7,7,4,10,3,10.631444,1.243621,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_localsweep_f3_s90p60_probe_oldcontract_densecap,776,7,7,4,10,3,25.771391,1.207082,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_localsweep_f3_s90p60_probe_oldcontract_densecap,777,7,7,4,10,3,21.711430,1.277889,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord4_s10_d10,1959,7,7,23,29,3,14.595998,1.053092,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_mclab1_s0_d10,4916,7,4,15,77,3,8.634855,,0,90
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen17_ntnu_fjord4_s280_d10_probe,32329,7,7,93,99,3,30.435137,,0,100
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_bandmotion_probe_h07_1480_1640,1009,6,6,6,11,2,14.139659,0.985699,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_bandmotion_probe_h07_1480_1640,1010,6,6,6,11,2,10.339192,0.916787,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_bandmotion_probe_h07_1480_1640,1013,6,6,6,11,2,12.246063,0.833033,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_bandmotion_probe_h07_1480_1640,1015,6,6,6,11,2,8.327074,0.923383,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul16screen14_h04_1600_2000_probe,11986,6,6,78,83,2,21.800449,1.048381,0,200
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,8156,6,6,36,41,2,15.136665,1.000096,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,8160,6,6,36,41,2,16.484961,1.067961,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,14931,6,6,58,63,2,31.983014,1.321287,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1160_1320,1271,6,6,4,9,2,24.285321,1.551644,0,80
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul02_xfeat_arbitrated_cirs_s900_d30_smoke_probe_oldcontract_densecap,1276,6,6,8,14,2,7.811299,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul12_cirs_s120_d30_lineage_separate12_probe,1627,6,6,10,20,2,11.739959,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul13_arbvg2_cirs_s900_d30_probe_oldcontract_densecap,1276,6,6,8,14,2,7.811299,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul14frozen3way_cirs_s900_d30_probe_oldcontract_densecap,1276,6,6,8,14,2,7.811299,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun24_s900_d30_age5_noformal_mirror_cap20_probe,1942,6,1,14,21,2,18.505185,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun24_s900_d30_age5_noformal_mirror_nosafesel_cap20_probe,1567,6,1,10,15,2,19.564677,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_cross1_s900_d30_probe_oldcontract_densecap,1276,6,6,8,14,2,7.811299,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_threeway_probe_s900_d30_probe_oldcontract_densecap,1276,6,6,8,14,2,7.811299,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_trial_s900_d30_probe_oldcontract_densecap,1276,6,6,8,14,2,7.811299,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun26_rerun_cirs_threeway_s900_d30_probe_oldcontract_densecap,1276,6,6,8,14,2,7.811299,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun27_current_cirs_s900_d30_probe_oldcontract_densecap,1276,6,6,8,14,2,7.811299,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun28_lineagesafe_dense_start_s900_d30_probe_oldcontract_densecap,1276,6,6,8,14,2,7.811299,,0,150
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul01_probe_initsafe_ntnu_fjord1_s90_d10,6413,6,6,34,39,2,9.030627,3.358598,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul02_xfeat_arbitrated_ntnu_fjord_1_s90_d10_probe_oldcontract_densecap,608,6,6,1,6,2,10.774182,1.668138,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul02_xfeat_arbitrated_ntnu_fjord_1_s90_d10_probe_oldcontract_densecap,611,6,6,1,6,2,10.200503,2.921744,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul02_xfeat_arbitrated_ntnu_fjord_1_s90_d10_probe_oldcontract_densecap,613,6,6,1,6,2,27.221035,1.535231,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor2_ntnu_fjord1_s85p8_d10_probe_oldcontract_densecap,562,6,6,1,6,2,13.757350,0.951730,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor2_ntnu_fjord1_s85p8_d10_probe_oldcontract_densecap,706,6,6,2,7,2,16.803796,1.728383,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor_ntnu_fjord1_s82p5_d10_probe_oldcontract_densecap,738,6,6,2,7,2,22.793903,2.390203,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord3_s36_d10_probe_oldcontract_densecap,1455,6,6,20,25,2,27.075527,1.023330,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord3_s36_d10_probe_oldcontract_densecap,1458,6,6,20,25,2,19.127643,1.007354,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord3_s36_d10_probe_oldcontract_densecap,1459,6,6,20,25,2,22.215218,1.054650,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord3_s37_d10_probe_oldcontract_densecap,448,6,6,3,8,2,15.285619,0.941303,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord3_s37_d10_probe_oldcontract_densecap,449,6,6,3,8,2,12.038900,0.856930,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord4_s33_d10_probe_oldcontract_densecap,442,6,6,2,7,2,8.528552,1.522719,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord4_s33_d10_probe_oldcontract_densecap,443,6,6,2,7,2,24.412197,1.466608,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord4_s33_d10_probe_oldcontract_densecap,444,6,6,2,7,2,33.734118,1.656851,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord4_s33_d10_probe_oldcontract_densecap,446,6,6,2,7,2,9.088832,1.458654,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord4_s34_d10_probe_oldcontract_densecap,6599,6,6,72,77,2,12.415342,0.629548,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe3_ntnu_mclab2_s50_d10,21650,6,6,91,96,2,17.858327,0.887600,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe3_ntnu_mclab2_s50_d10,21653,6,6,91,96,2,10.869546,1.642691,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe3_ntnu_mclab2_s50_d10,21654,6,6,91,96,2,9.059657,1.475216,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe_ntnu_fjord4_s30_d10,4200,6,6,30,35,2,17.641622,1.793091,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe_ntnu_fjord4_s30_d10,4202,6,6,30,35,2,47.270427,2.079961,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe_ntnu_fjord4_s35_d10,6110,6,6,70,75,2,9.115155,1.326653,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan_fjord_4_s30_d10_probe_oldcontract_densecap,4200,6,6,30,35,2,17.641622,1.793091,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan_fjord_4_s30_d10_probe_oldcontract_densecap,4202,6,6,30,35,2,47.270427,2.079961,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan_fjord_4_s35_d10_probe_oldcontract_densecap,6110,6,6,70,75,2,9.115155,1.326653,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord4_s10_d10,1952,6,6,23,28,2,15.234647,1.259439,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_mclab1_s0_d10,4914,6,6,14,19,2,13.153823,,0,90
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen16_ntnu_mclab1_s180_d10_probe,8659,6,6,34,39,2,9.061819,0.953846,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen16_ntnu_mclab2_s280_d10_probe,4172,6,6,17,22,2,10.044487,2.332557,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen16_ntnu_mclab2_s280_d10_probe,4175,6,6,17,22,2,15.876880,2.187088,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen18_ntnu_fjord5_s240_d10_probe,12314,6,6,38,43,2,39.691153,1.682791,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen20_ntnu_fjord1_s140_d10_probe,5582,6,6,16,21,2,17.285428,0.607244,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen20_ntnu_fjord1_s140_d10_probe,5583,6,6,16,21,2,19.289391,0.551447,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen20_ntnu_fjord1_s140_d10_probe,5697,6,6,16,21,2,11.331848,0.910711,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen20_ntnu_fjord1_s140_d10_probe,5698,6,6,16,21,2,20.245097,0.961769,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen20_ntnu_fjord1_s240_d10_probe,1409,6,6,3,8,2,10.180873,1.798561,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen20_ntnu_fjord1_s240_d10_probe,1410,6,6,3,8,2,18.422829,2.281961,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen24_ntnu_fjord2_s540_d10_probe,52109,6,6,86,91,2,22.861667,,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_fjord_3_s30_d20_probe,7712,6,6,61,66,2,10.617208,0.941253,0,200
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_fjord_4_s30_d20_probe,4200,6,6,30,35,2,17.641622,1.793091,0,200
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_fjord_4_s30_d20_probe,4202,6,6,30,35,2,47.270427,2.079961,0,200
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul03_guarded_scan_h07_900_1240_probe_oldcontract_densecap,400,5,5,1,5,1,15.188315,1.204460,0,170
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul03_guarded_scan_h07_900_1240_probe_oldcontract_densecap,401,5,5,1,5,1,11.921615,1.504840,0,170
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul03_guarded_scan_h07_900_1240_probe_oldcontract_densecap,402,5,5,1,5,1,20.741396,1.007842,0,170
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_bandmotion_probe_h07_1480_1640,1008,5,5,6,10,1,9.912465,0.932233,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst12_probe_h07_1660_1740,688,5,5,5,9,1,12.500352,1.315448,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,1008,5,5,6,10,1,9.912465,0.932233,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,1697,5,5,16,20,1,11.474999,0.799149,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,3797,5,5,54,58,1,11.672401,1.305228,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,8151,5,5,36,40,1,9.364678,1.283916,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,8154,5,5,36,40,1,9.066235,0.998441,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,525,5,5,1,5,1,29.999287,0.881017,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,1756,5,5,22,26,1,25.801352,0.708029,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,2059,5,5,29,33,1,14.560734,0.685199,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1660_1740,664,5,5,4,8,1,12.169331,0.654598,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,664,5,5,4,8,1,12.169331,0.654598,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1950,664,5,5,4,8,1,12.169331,0.654598,0,145
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul02_xfeat_arbitrated_cirs_s900_d30_smoke_probe_oldcontract_densecap,1278,5,5,8,12,1,17.686014,,0,150
