family,run_dir,feature_id,lineage_observations,seed_observations,first_frame,confirmation_frame,last_frame,post_confirmation_observations,median_nearest_classical_px,median_motion_ratio_to_classical,passes_same_rule,causal_selected,feature_frames,metrics_exported_source_total
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_visible2_budget240_v1_fr90_120_export,10000020,6,6,47,51,52,2,59.04031954768464,0.8087763074540979,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_support_balanced_v105_fr80_110_export,10000044,6,6,122,126,127,2,58.88017797620123,0.8861400865277188,1,0,243,135
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_active_v5_afrl_fr80_110_probe,10000102,6,6,109,113,114,2,56.85980154242814,0.44376859310047845,1,0,243,479
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v10_adaptive_budget_fr80_110_export,10000102,6,6,109,113,114,2,56.85980154242814,0.44376859310047845,1,0,243,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v7_hold40_fr80_110_export,10000102,6,6,109,113,114,2,56.85980154242814,0.44376859310047845,1,0,243,479
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v9_fr80_budget360_fr80_110_export,10000102,6,6,109,113,114,2,56.85980154242814,0.44376859310047845,1,0,243,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_adaptive_support_v11_fr80_110_export,10000102,6,6,109,113,114,2,56.85980154242814,0.44376859310047845,1,0,243,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_budget_v1_fr80_110_export,10000102,6,6,109,113,114,2,56.85980154242814,0.44376859310047845,1,0,243,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_v1_fr80_110_export,10000102,6,6,109,113,114,2,56.85980154242814,0.44376859310047845,1,0,243,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_motion6_budget240_v1_fr80_110_export,10000087,6,6,109,113,114,2,56.85980154242814,0.44376859310047845,1,0,243,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_budget240_v1_fr80_110_export,10000102,6,6,109,113,114,2,56.85980154242814,0.44376859310047845,1,0,243,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_motion2_v1_fr80_110_export,10000102,6,6,109,113,114,2,56.85980154242814,0.44376859310047845,1,0,243,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_v1_fr80_110_export,10000102,6,6,109,113,114,2,56.85980154242814,0.44376859310047845,1,0,243,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v2_fr80_110_export,10000102,6,6,109,113,114,2,56.85980154242814,0.44376859310047845,1,0,243,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v3_fr80_110_export,10000102,6,6,109,113,114,2,56.85980154242814,0.44376859310047845,1,0,243,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v4_fr80_110_export,10000102,6,6,109,113,114,2,56.85980154242814,0.44376859310047845,1,0,243,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_adaptive_support_v11_fr60_90_export,10000014,6,6,42,46,47,2,54.998033447544486,0.1552229126246161,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recenthealth_v1_fr60_90_export,10000014,6,6,42,46,47,2,54.998033447544486,0.1552229126246161,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recenthealth_v2_fr60_90_export,10000014,6,6,42,46,47,2,54.998033447544486,0.1552229126246161,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun11_xfeat_budget40_total220_fr85_105_export,10000013,6,6,24,28,29,2,54.911865115729114,0.8867391973848148,1,0,169,40
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_active_xfeat_v2_fr25_45_export,10000067,6,6,174,178,179,2,53.92531569113529,0.10665535736816086,1,0,192,153
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_covonly_scan_v1_fr100_130_export,10000015,6,6,102,106,107,2,53.92025472562871,0.14303764181086562,1,0,280,60
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_adaptive_support_v11_fr60_90_export,10000144,6,6,124,128,129,2,52.591128605668004,0.7205100991662285,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recenthealth_v1_fr60_90_export,10000144,6,6,124,128,129,2,52.591128605668004,0.7205100991662285,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recenthealth_v2_fr60_90_export,10000144,6,6,124,128,129,2,52.591128605668004,0.7205100991662285,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_budget_v1_fr60_90_export,10000088,6,6,124,128,129,2,52.591128605668004,0.7205100991662285,1,0,224,248
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_v1_fr60_90_export,10000088,6,6,124,128,129,2,52.591128605668004,0.7205100991662285,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_budget_v1_fr60_90_export,10000005,6,6,36,40,41,2,51.42525678010253,0.21257858051847753,1,1,224,248
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_v1_fr60_90_export,10000005,6,6,36,40,41,2,51.42525678010253,0.21257858051847753,1,1,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr30_50_export,10000040,6,6,32,36,37,2,50.12099464905768,0.5341919227914623,1,0,168,65
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun11_matched_xfeat_batch1_fr30_50_export,10000040,6,6,32,36,37,2,50.12099464905768,0.5341919227914623,1,0,168,65
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_active_v5_afrl_fr70_100_probe,10000090,6,6,89,93,94,2,49.51570451139673,0.2587421899901376,1,0,227,522
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v7_hold40_fr70_100_export,10000090,6,6,89,93,94,2,49.51570451139673,0.2587421899901376,1,0,227,522
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_adaptive_support_v11_fr70_100_export,10000090,6,6,89,93,94,2,49.51570451139673,0.2587421899901376,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_agegate20_v1_fr70_100_export,10000061,6,6,89,93,94,2,49.51570451139673,0.2587421899901376,1,0,227,342
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recenthealth_v2_fr70_100_export,10000090,6,6,89,93,94,2,49.51570451139673,0.2587421899901376,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_budget_v1_fr70_100_export,10000083,6,6,89,93,94,2,49.51570451139673,0.2587421899901376,1,0,227,352
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_v1_fr70_100_export,10000083,6,6,89,93,94,2,49.51570451139673,0.2587421899901376,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_freshconfirm_budget240_v1_fr70_100_export,10000090,6,6,89,93,94,2,49.51570451139673,0.2587421899901376,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_budget240_v1_fr70_100_export,10000090,6,6,89,93,94,2,49.51570451139673,0.2587421899901376,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_motion2_v1_fr70_100_export,10000090,6,6,89,93,94,2,49.51570451139673,0.2587421899901376,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_v1_fr70_100_export,10000090,6,6,89,93,94,2,49.51570451139673,0.2587421899901376,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v1_fr70_100_export,10000090,6,6,89,93,94,2,49.51570451139673,0.2587421899901376,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v3_fr70_100_export,10000090,6,6,89,93,94,2,49.51570451139673,0.2587421899901376,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v4_fr70_100_export,10000090,6,6,89,93,94,2,49.51570451139673,0.2587421899901376,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_adaptive_support_v11_fr60_90_export,10000040,6,6,55,59,60,2,47.65520905928633,0.4577325024396343,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recenthealth_v1_fr60_90_export,10000040,6,6,55,59,60,2,47.65520905928633,0.4577325024396343,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recenthealth_v2_fr60_90_export,10000040,6,6,55,59,60,2,47.65520905928633,0.4577325024396343,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_budget_v1_fr60_90_export,10000022,6,6,55,59,60,2,47.65520905928633,0.4577325024396343,1,0,224,248
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_v1_fr60_90_export,10000022,6,6,55,59,60,2,47.65520905928633,0.4577325024396343,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_covonly_scan_v1_fr70_100_export,10000014,6,6,89,93,94,2,47.09286644770803,0.29470100225571794,1,0,227,88
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_support_balanced_v105_fr70_100_export,10000038,6,6,89,93,94,2,47.09286644770803,0.29470100225571794,1,0,227,202
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_visible2_budget240_v1_fr70_100_export,10000043,6,6,89,93,94,2,47.09286644770803,0.29397215143756017,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_covonly_scan_v1_fr90_120_export,10000043,6,6,262,266,267,2,46.61679877668935,0.12890094874794672,1,0,268,92
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_support_balanced_v105_fr90_120_export,10000080,6,6,262,266,267,2,46.61679877668935,0.12890094874794672,1,0,268,164
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_preserve_budget_probe_v1_fr80_110_export,10000055,6,6,109,113,114,2,45.93345041355977,0.6005564484089554,1,0,243,274
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_parity350_probe_v1_fr85_105_export,10000011,6,6,24,28,29,2,45.217950943081725,0.9628668493431912,1,0,169,61
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v10_adaptive_budget_fr25_45_export,10000028,6,6,33,37,38,2,45.17666251776228,0.43482507263947573,1,0,192,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_active_v5_afrl_fr80_110_probe,10000185,6,6,148,152,153,2,45.030289879935474,0.4568097781179746,1,0,243,479
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v7_hold40_fr80_110_export,10000185,6,6,148,152,153,2,45.030289879935474,0.4568097781179746,1,0,243,479
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun02_xfeat_holdoff30_probe_fr70_100_export,10000023,6,6,74,78,79,2,44.949639219308445,0.26327911962747885,1,1,227,71
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_formal_v3_positive_windows_fr70_100_export,10000038,6,6,74,78,79,2,44.949639219308445,0.2747613344655674,1,1,227,262
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_agegate20_v1_fr60_90_export,10000121,6,6,169,173,174,2,44.90001299129217,0.5139549464214914,1,0,224,279
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_budget240_v1_fr60_90_export,10000030,6,6,169,173,174,2,44.90001299129217,0.5139549464214914,1,0,224,152
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_v1_fr60_90_export,10000030,6,6,169,173,174,2,44.90001299129217,0.5139549464214914,1,0,224,152
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_budget80_formal_v5_fr60_90_export,10000030,6,6,169,173,174,2,44.90001299129217,0.5139549464214914,1,0,224,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v2_fr60_90_export,10000030,6,6,169,173,174,2,44.90001299129217,0.5139549464214914,1,0,224,152
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v3_fr60_90_export,10000030,6,6,169,173,174,2,44.90001299129217,0.5139549464214914,1,0,224,152
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v4_fr60_90_export,10000030,6,6,169,173,174,2,44.90001299129217,0.5139549464214914,1,0,224,152
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_parity350_positive_v1_fr70_100_export,10000034,6,6,74,78,79,2,44.85500835148051,0.28700158085789634,1,1,227,60
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_preserve_budget_probe_v1_fr70_100_export,10000034,6,6,74,78,79,2,44.85500835148051,0.28700158085789634,1,1,227,236
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_adaptive_support_v11_fr100_130_export,10000027,6,6,87,91,92,2,44.33366408753992,0.3811830379955317,1,0,280,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_budget80_formal_v5_fr100_130_export,10000027,6,6,87,91,92,2,44.33366408753992,0.3811830379955317,1,0,280,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v2_fr100_130_export,10000027,6,6,87,91,92,2,44.33366408753992,0.3811830379955317,1,0,280,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v3_fr100_130_export,10000027,6,6,87,91,92,2,44.33366408753992,0.3811830379955317,1,0,280,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v4_fr100_130_export,10000027,6,6,87,91,92,2,44.33366408753992,0.3811830379955317,1,0,280,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_degradedmode_v1_probe_fr70_100_export,10000014,6,6,78,82,83,2,43.39813351935928,0.5372199182381205,1,1,227,90
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_formal_v3_positive_windows_fr70_100_export,10000052,6,6,78,82,83,2,43.39813351935928,0.5372199182381205,1,0,227,262
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v6_fr70_100_export,10000065,6,6,79,83,84,2,43.39813351935928,0.5922607390377173,1,0,227,359
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_motion6_budget240_v1_fr70_100_export,10000062,6,6,79,83,84,2,43.39813351935928,0.5922607390377173,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_visible2_budget240_v1_fr70_100_export,10000032,6,6,79,83,84,2,43.39813351935928,0.5922607390377173,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_adaptive_support_v11_fr50_80_export,10000014,6,6,129,133,134,2,43.020609907421786,0.23647774308477115,1,0,232,322
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_agegate20_v1_fr80_110_export,10000055,6,6,70,74,75,2,42.193127042656926,0.3962675507325037,1,0,243,284
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_init30_nostale_v1_fr80_110_export,10000028,6,6,68,72,73,2,42.193127042656926,0.5545496353581578,1,0,243,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_ratio08_budget240_v1_fr80_110_export,10000015,6,6,27,31,32,2,40.25696642310944,0.25079903638730733,1,1,243,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_recheck_afrl_fr_20_45_xfeat_allbenefit,10000046,5,5,198,202,202,1,320.7230951154752,0.05899376472813322,1,1,266,85
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_scan_cem_fr_25_45_xfeat_safe_w20,10000044,5,5,143,147,147,1,281.4309490992831,0.1911220516929023,1,0,192,73
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_adaptive_support_v11_fr90_120_export,10000171,5,5,164,168,168,1,219.67888929608569,0.4237819761416487,1,0,268,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_budget_v1_fr90_120_export,10000171,5,5,164,168,168,1,219.67888929608569,0.4237819761416487,1,0,268,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_motion6_budget240_v1_fr90_120_export,10000107,5,5,164,168,168,1,219.67888929608569,0.4237819761416487,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_motion2_v1_fr90_120_export,10000123,5,5,164,168,168,1,219.67888929608569,0.4237819761416487,1,0,268,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_v1_fr90_120_export,10000171,5,5,164,168,168,1,219.67888929608569,0.4237819761416487,1,0,268,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_scan_cem_fr_25_45_xfeat_safe_w20,10000030,5,5,87,91,91,1,211.2310129778284,0.9942330974624933,1,1,192,73
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_patch_confirm4_cem_fr_25_45_xfeat_safe_w20,10000086,5,5,158,163,163,1,193.08827632874608,0.513518795398535,1,1,192,99
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_recheck_afrl_fr_25_45_xfeat_allbenefit,10000030,5,5,158,163,163,1,193.08827632874608,0.513518795398535,1,0,192,56
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_recheck_afrl_fr_25_45_xfeat_allbenefit,10000014,5,5,145,149,149,1,174.41675278941537,1.03695535455276,1,1,192,56
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_budget_v1_fr60_90_export,10000006,5,5,37,41,41,1,173.1211975100019,0.23940247229857659,1,0,224,248
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_v1_fr60_90_export,10000006,5,5,37,41,41,1,173.1211975100019,0.23940247229857659,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_covseed_formal_v2_more_fr40_70_export,10000016,5,5,24,28,28,1,172.49920191553034,0.37853290801503897,1,1,245,72
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_expand_v1_fr40_70_export,10000016,5,5,24,28,28,1,172.49920191553034,0.37853290801503897,1,1,245,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr40_60_export,10000016,5,5,24,28,28,1,172.49920191553034,0.37853290801503897,1,1,148,72
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_patch_confirm4_cem_fr_25_45_xfeat_safe_w20,10000085,5,5,158,163,163,1,168.05317539621714,0.9884624163645556,1,0,192,99
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_recheck_afrl_fr_25_45_xfeat_allbenefit,10000029,5,5,158,163,163,1,168.05317539621714,0.9884624163645556,1,0,192,56
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_active_xfeat_v2_fr25_45_export,10000068,5,5,175,179,179,1,166.00696366129344,0.27837089484850286,1,0,192,153
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_scan_cem_fr_25_45_xfeat_safe_w20,10000042,5,5,142,146,146,1,165.59884259086468,0.5498298089525505,1,0,192,73
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_support_balanced_v105_fr70_100_export,10000088,5,5,192,196,196,1,164.18590795274764,1.3701817523489095,1,0,227,202
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_visible2_budget240_v1_fr70_100_export,10000104,5,5,192,196,196,1,164.18590795274764,1.3701817523489095,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_recheck_afrl_fr_25_45_xfeat_allbenefit,10000013,5,5,145,149,149,1,159.88523787996849,0.41711921626027,1,0,192,56
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_motion6_budget240_v1_fr110_140_export,10000087,5,5,142,146,146,1,159.3851708359253,0.4280875514205668,1,0,265,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_visible2_budget240_v1_fr110_140_export,10000099,5,5,133,137,137,1,142.20779371484193,1.240435862048419,1,0,265,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_active_v5_afrl_fr25_45_probe,10000278,5,5,169,173,173,1,141.33923074174288,0.7959315947484978,1,0,192,644
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v7_hold40_fr25_45_export,10000205,5,5,169,173,173,1,141.33923074174288,0.7959315947484978,1,0,192,495
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_active_v5_afrl_fr25_45_probe,10000003,5,5,20,24,24,1,139.89900785775689,0.7297833934381818,1,1,192,644
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v10_adaptive_budget_fr25_45_export,10000003,5,5,20,24,24,1,139.89900785775689,0.7297833934381818,1,1,192,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_covonly_scan_v1_fr110_140_export,10000068,5,5,183,187,187,1,135.38747286457996,0.9778524803200896,1,0,265,160
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_visible2_budget240_v1_fr110_140_export,10000106,5,5,138,142,142,1,132.09141253081458,0.28627389063043374,1,0,265,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_counter_recheck_v1_fr35_55_export,10000040,5,5,50,54,54,1,131.2095567139455,0.35042140933665233,1,1,172,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr35_55_export,10000040,5,5,50,54,54,1,131.2095567139455,0.35042140933665233,1,1,172,80
